name,slug,nationality,countryCode,club,league,position,positionGroup,birthDate,heightCm,preferredFoot,active,popularity,imageUrl,clubLogoUrl
Finn Dahmen,finn-dahmen,Germany,DE,FC Augsburg,BUNDESLIGA,Goalkeeper,GOALKEEPER,1998-03-27,,,true,50,,https://crests.football-data.org/16.png
Nediljko Labrović,nediljko-labrovic,Croatia,HR,FC Augsburg,BUNDESLIGA,Goalkeeper,GOALKEEPER,1999-10-10,,,true,50,,https://crests.football-data.org/16.png
Tom Wisbereit,tom-wisbereit,Germany,DE,FC Augsburg,BUNDESLIGA,Goalkeeper,GOALKEEPER,2007-11-17,,,true,50,,https://crests.football-data.org/16.png
Jeffrey Gouweleeuw,jeffrey-gouweleeuw,Netherlands,NL,FC Augsburg,BUNDESLIGA,Defender,DEFENDER,1991-07-10,,,true,50,,https://crests.football-data.org/16.png
Marius Wolf,marius-wolf,Germany,DE,FC Augsburg,BUNDESLIGA,Defender,DEFENDER,1995-05-27,,,true,50,,https://crests.football-data.org/16.png
Mads Pedersen,mads-pedersen,Denmark,DK,FC Augsburg,BUNDESLIGA,Defender,DEFENDER,1996-09-01,,,true,50,,https://crests.football-data.org/16.png
Dimitris Giannoulis,dimitris-giannoulis,Greece,GR,FC Augsburg,BUNDESLIGA,Defender,DEFENDER,1995-10-17,,,true,50,,https://crests.football-data.org/16.png
Keven Schlotterbeck,keven-schlotterbeck,Germany,DE,FC Augsburg,BUNDESLIGA,Defender,DEFENDER,1997-04-28,,,true,50,,https://crests.football-data.org/16.png
Calvin Brackelmann,calvin-brackelmann,Germany,DE,FC Augsburg,BUNDESLIGA,Defender,DEFENDER,1999-08-22,,,true,50,,https://crests.football-data.org/16.png
Chrislain Matsima,chrislain-matsima,France,FR,FC Augsburg,BUNDESLIGA,Defender,DEFENDER,2002-05-15,,,true,50,,https://crests.football-data.org/16.png
Young-woo Seol,young-woo-seol,South Korea,KR,FC Augsburg,BUNDESLIGA,Defender,DEFENDER,1998-12-05,,,true,50,,https://crests.football-data.org/16.png
Noahkai Banks,noahkai-banks,USA,US,FC Augsburg,BUNDESLIGA,Defender,DEFENDER,2006-12-01,,,true,50,,https://crests.football-data.org/16.png
Hennes Behrens,hennes-behrens,Germany,DE,FC Augsburg,BUNDESLIGA,Defender,DEFENDER,2005-01-19,,,true,50,,https://crests.football-data.org/16.png
Alexis Claude Maurice,alexis-claude-maurice,France,FR,FC Augsburg,BUNDESLIGA,Midfielder,MIDFIELDER,1998-06-06,,,true,50,,https://crests.football-data.org/16.png
Kristijan Jakić,kristijan-jakic,Croatia,HR,FC Augsburg,BUNDESLIGA,Midfielder,MIDFIELDER,1997-05-14,,,true,50,,https://crests.football-data.org/16.png
Robin Fellhauer,robin-fellhauer,Germany,DE,FC Augsburg,BUNDESLIGA,Midfielder,MIDFIELDER,1998-01-21,,,true,50,,https://crests.football-data.org/16.png
Yannik Keitel,yannik-keitel,Germany,DE,FC Augsburg,BUNDESLIGA,Midfielder,MIDFIELDER,2000-02-15,,,true,50,,https://crests.football-data.org/16.png
Han-Noah Massengo,han-noah-massengo,France,FR,FC Augsburg,BUNDESLIGA,Midfielder,MIDFIELDER,2001-07-07,,,true,50,,https://crests.football-data.org/16.png
Fabian Rieder,fabian-rieder,Switzerland,CH,FC Augsburg,BUNDESLIGA,Midfielder,MIDFIELDER,2002-02-16,,,true,50,,https://crests.football-data.org/16.png
Tim Breithaupt,tim-breithaupt,Germany,DE,FC Augsburg,BUNDESLIGA,Midfielder,MIDFIELDER,2002-02-07,,,true,50,,https://crests.football-data.org/16.png
Anton Kade,anton-kade,Germany,DE,FC Augsburg,BUNDESLIGA,Midfielder,MIDFIELDER,2004-01-17,,,true,50,,https://crests.football-data.org/16.png
Mahmut Kücüksahin,mahmut-kucuksahin,Turkey,TR,FC Augsburg,BUNDESLIGA,Midfielder,MIDFIELDER,2004-04-07,,,true,50,,https://crests.football-data.org/16.png
Mert Kömür,mert-komur,Germany,DE,FC Augsburg,BUNDESLIGA,Midfielder,MIDFIELDER,2005-07-17,,,true,50,,https://crests.football-data.org/16.png
Sima Suso,sima-suso,Germany,DE,FC Augsburg,BUNDESLIGA,Midfielder,MIDFIELDER,2005-05-28,,,true,50,,https://crests.football-data.org/16.png
Tim Schnitzer,tim-schnitzer,Germany,DE,FC Augsburg,BUNDESLIGA,Midfielder,MIDFIELDER,2008-02-07,,,true,50,,https://crests.football-data.org/16.png
Michael Gregoritsch,michael-gregoritsch,Austria,AT,FC Augsburg,BUNDESLIGA,Forward,FORWARD,1994-04-18,,,true,50,,https://crests.football-data.org/16.png
Steve Mounié,steve-mounie,Benin,BJ,FC Augsburg,BUNDESLIGA,Forward,FORWARD,1994-09-29,,,true,50,,https://crests.football-data.org/16.png
Nathanael Mbuku,nathanael-mbuku,Congo DR,CD,FC Augsburg,BUNDESLIGA,Forward,FORWARD,2002-03-16,,,true,50,,https://crests.football-data.org/16.png
Yusuf Kabadayi,yusuf-kabadayi,Germany,DE,FC Augsburg,BUNDESLIGA,Forward,FORWARD,2004-02-02,,,true,50,,https://crests.football-data.org/16.png
Rodrigo Ribeiro,rodrigo-ribeiro,Portugal,PT,FC Augsburg,BUNDESLIGA,Forward,FORWARD,2005-04-28,,,true,50,,https://crests.football-data.org/16.png
Thomas Kastanaras,thomas-kastanaras,Germany,DE,FC Augsburg,BUNDESLIGA,Forward,FORWARD,2003-01-09,,,true,50,,https://crests.football-data.org/16.png
Faik Sakar,faik-sakar,Germany,DE,FC Augsburg,BUNDESLIGA,Forward,FORWARD,2008-01-14,,,true,50,,https://crests.football-data.org/16.png
Uchenna Ogundu,uchenna-ogundu,Nigeria,NG,FC Augsburg,BUNDESLIGA,Forward,FORWARD,2006-05-12,,,true,50,,https://crests.football-data.org/16.png
Florian Müller,florian-muller,Germany,DE,SC Freiburg,BUNDESLIGA,Goalkeeper,GOALKEEPER,1997-11-13,,,true,50,,https://crests.football-data.org/17.png
Jannik Huth,jannik-huth,Germany,DE,SC Freiburg,BUNDESLIGA,Goalkeeper,GOALKEEPER,1994-04-15,,,true,50,,https://crests.football-data.org/17.png
Noah Atubolu,noah-atubolu,Germany,DE,SC Freiburg,BUNDESLIGA,Goalkeeper,GOALKEEPER,2002-05-25,,,true,50,,https://crests.football-data.org/17.png
Mio Backhaus,mio-backhaus,Germany,DE,SC Freiburg,BUNDESLIGA,Goalkeeper,GOALKEEPER,2004-04-16,,,true,50,,https://crests.football-data.org/17.png
Matthias Ginter,matthias-ginter,Germany,DE,SC Freiburg,BUNDESLIGA,Defender,DEFENDER,1994-01-19,,,true,50,,https://crests.football-data.org/17.png
Christian Günter,christian-gunter,Germany,DE,SC Freiburg,BUNDESLIGA,Defender,DEFENDER,1993-02-28,,,true,50,,https://crests.football-data.org/17.png
Lukas Kübler,lukas-kubler,Germany,DE,SC Freiburg,BUNDESLIGA,Defender,DEFENDER,1992-08-30,,,true,50,,https://crests.football-data.org/17.png
Philipp Lienhart,philipp-lienhart,Austria,AT,SC Freiburg,BUNDESLIGA,Defender,DEFENDER,1996-07-11,,,true,50,,https://crests.football-data.org/17.png
Anthony Jung,anthony-jung,Germany,DE,SC Freiburg,BUNDESLIGA,Defender,DEFENDER,1991-11-03,,,true,50,,https://crests.football-data.org/17.png
Philipp Treu,philipp-treu,Germany,DE,SC Freiburg,BUNDESLIGA,Defender,DEFENDER,2000-12-03,,,true,50,,https://crests.football-data.org/17.png
Jordy Makengo,jordy-makengo,France,FR,SC Freiburg,BUNDESLIGA,Defender,DEFENDER,2001-08-03,,,true,50,,https://crests.football-data.org/17.png
Max Rosenfelder,max-rosenfelder,Germany,DE,SC Freiburg,BUNDESLIGA,Defender,DEFENDER,2003-02-10,,,true,50,,https://crests.football-data.org/17.png
Ifechukwu Ogbus,ifechukwu-ogbus,Switzerland,CH,SC Freiburg,BUNDESLIGA,Defender,DEFENDER,2005-12-17,,,true,50,,https://crests.football-data.org/17.png
Berkay Yılmaz,berkay-y-lmaz,Turkey,TR,SC Freiburg,BUNDESLIGA,Defender,DEFENDER,2005-02-25,,,true,50,,https://crests.football-data.org/17.png
Karl Steinmann,karl-steinmann,Germany,DE,SC Freiburg,BUNDESLIGA,Defender,DEFENDER,2005-12-13,,,true,50,,https://crests.football-data.org/17.png
Maximilian Eggestein,maximilian-eggestein,Germany,DE,SC Freiburg,BUNDESLIGA,Midfielder,MIDFIELDER,1996-12-08,,,true,50,,https://crests.football-data.org/17.png
Rihito Yamamoto,rihito-yamamoto,Japan,JP,SC Freiburg,BUNDESLIGA,Midfielder,MIDFIELDER,2001-12-12,,,true,50,,https://crests.football-data.org/17.png
Patrick Osterhage,patrick-osterhage,Germany,DE,SC Freiburg,BUNDESLIGA,Midfielder,MIDFIELDER,2000-02-01,,,true,50,,https://crests.football-data.org/17.png
Yannik Engelhardt,yannik-engelhardt,Germany,DE,SC Freiburg,BUNDESLIGA,Midfielder,MIDFIELDER,2001-02-07,,,true,50,,https://crests.football-data.org/17.png
Rouven Tarnutzer,rouven-tarnutzer,Switzerland,CH,SC Freiburg,BUNDESLIGA,Midfielder,MIDFIELDER,2007-07-24,,,true,50,,https://crests.football-data.org/17.png
Jan-Niklas Beste,jan-niklas-beste,Germany,DE,SC Freiburg,BUNDESLIGA,Forward,FORWARD,1999-01-04,,,true,50,,https://crests.football-data.org/17.png
Vincenzo Grifo,vincenzo-grifo,Italy,IT,SC Freiburg,BUNDESLIGA,Forward,FORWARD,1993-04-07,,,true,50,,https://crests.football-data.org/17.png
Florent Muslija,florent-muslija,Kosovo,XK,SC Freiburg,BUNDESLIGA,Forward,FORWARD,1998-07-06,,,true,50,,https://crests.football-data.org/17.png
Lucas Höler,lucas-holer,Germany,DE,SC Freiburg,BUNDESLIGA,Forward,FORWARD,1994-07-10,,,true,50,,https://crests.football-data.org/17.png
Yuito Suzuki,yuito-suzuki,Japan,JP,SC Freiburg,BUNDESLIGA,Forward,FORWARD,2001-10-25,,,true,50,,https://crests.football-data.org/17.png
Eren Dinkci,eren-dinkci-1,Turkey,TR,SC Freiburg,BUNDESLIGA,Forward,FORWARD,2001-12-13,,,true,50,,https://crests.football-data.org/17.png
Igor Matanovic,igor-matanovic,Croatia,HR,SC Freiburg,BUNDESLIGA,Forward,FORWARD,2003-03-31,,,true,50,,https://crests.football-data.org/17.png
Derry Scherhant,derry-scherhant,Germany,DE,SC Freiburg,BUNDESLIGA,Forward,FORWARD,2002-11-10,,,true,50,,https://crests.football-data.org/17.png
Cyriaque Irié,cyriaque-irie,Burkina Faso,BF,SC Freiburg,BUNDESLIGA,Forward,FORWARD,2005-06-20,,,true,50,,https://crests.football-data.org/17.png
Keisuke Goto,keisuke-goto,Japan,JP,SC Freiburg,BUNDESLIGA,Forward,FORWARD,2005-06-03,,,true,50,,https://crests.football-data.org/17.png
Tobias Sippel,tobias-sippel,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Goalkeeper,GOALKEEPER,1988-03-22,,,true,50,,https://crests.football-data.org/18.png
Moritz Nicolas,moritz-nicolas,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Goalkeeper,GOALKEEPER,1997-10-21,,,true,50,,https://crests.football-data.org/18.png
Daniel Batz,daniel-batz,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Goalkeeper,GOALKEEPER,1991-01-12,,,true,50,,https://crests.football-data.org/18.png
Jan Jakob Olschowsky,jan-jakob-olschowsky,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Goalkeeper,GOALKEEPER,2001-11-18,,,true,50,,https://crests.football-data.org/18.png
Nico Elvedi,nico-elvedi-1,Switzerland,CH,Borussia Mönchengladbach,BUNDESLIGA,Defender,DEFENDER,1996-09-30,,,true,50,,https://crests.football-data.org/18.png
Kevin Diks,kevin-diks,Indonesia,ID,Borussia Mönchengladbach,BUNDESLIGA,Defender,DEFENDER,1996-10-06,,,true,50,,https://crests.football-data.org/18.png
Daiki Hashioka,daiki-hashioka,Japan,JP,Borussia Mönchengladbach,BUNDESLIGA,Defender,DEFENDER,1999-05-17,,,true,50,,https://crests.football-data.org/18.png
Ko Itakura,ko-itakura,Japan,JP,Borussia Mönchengladbach,BUNDESLIGA,Defender,DEFENDER,1997-01-27,,,true,50,,https://crests.football-data.org/18.png
Joseph Scally,joseph-scally,USA,US,Borussia Mönchengladbach,BUNDESLIGA,Defender,DEFENDER,2002-12-31,,,true,50,,https://crests.football-data.org/18.png
Yukhym Konoplya,yukhym-konoplya,Ukraine,UA,Borussia Mönchengladbach,BUNDESLIGA,Defender,DEFENDER,1999-08-26,,,true,50,,https://crests.football-data.org/18.png
Fabio Chiarodia,fabio-chiarodia,Italy,IT,Borussia Mönchengladbach,BUNDESLIGA,Defender,DEFENDER,2005-06-05,,,true,50,,https://crests.football-data.org/18.png
David Herold,david-herold,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Defender,DEFENDER,2003-02-20,,,true,50,,https://crests.football-data.org/18.png
Lukas Ullrich,lukas-ullrich,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Defender,DEFENDER,2004-03-16,,,true,50,,https://crests.football-data.org/18.png
Jan Leszczyński,jan-leszczynski,Poland,PL,Borussia Mönchengladbach,BUNDESLIGA,Defender,DEFENDER,2007-04-12,,,true,50,,https://crests.football-data.org/18.png
Florian Neuhaus,florian-neuhaus,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Midfielder,MIDFIELDER,1997-03-16,,,true,50,,https://crests.football-data.org/18.png
Kevin Stöger,kevin-stoger,Austria,AT,Borussia Mönchengladbach,BUNDESLIGA,Midfielder,MIDFIELDER,1993-08-27,,,true,50,,https://crests.football-data.org/18.png
Philipp Sander,philipp-sander,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Midfielder,MIDFIELDER,1998-02-21,,,true,50,,https://crests.football-data.org/18.png
Enzo Leopold,enzo-leopold,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Midfielder,MIDFIELDER,2000-07-23,,,true,50,,https://crests.football-data.org/18.png
Gio Reyna,gio-reyna,USA,US,Borussia Mönchengladbach,BUNDESLIGA,Midfielder,MIDFIELDER,2002-11-13,,,true,50,,https://crests.football-data.org/18.png
Jens Castrop,jens-castrop,South Korea,KR,Borussia Mönchengladbach,BUNDESLIGA,Midfielder,MIDFIELDER,2003-07-29,,,true,50,,https://crests.football-data.org/18.png
Zento Uno,zento-uno,Japan,JP,Borussia Mönchengladbach,BUNDESLIGA,Midfielder,MIDFIELDER,2003-11-20,,,true,50,,https://crests.football-data.org/18.png
Fritz Fleck,fritz-fleck,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Midfielder,MIDFIELDER,2007-05-30,,,true,50,,https://crests.football-data.org/18.png
Wael Mohya,wael-mohya,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Midfielder,MIDFIELDER,2008-12-31,,,true,50,,https://crests.football-data.org/18.png
Mathieu Nguefack,mathieu-nguefack,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Midfielder,MIDFIELDER,2008-05-14,,,true,50,,https://crests.football-data.org/18.png
Robin Hack,robin-hack,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Forward,FORWARD,1998-08-27,,,true,50,,https://crests.football-data.org/18.png
Franck Honorat,franck-honorat,France,FR,Borussia Mönchengladbach,BUNDESLIGA,Forward,FORWARD,1996-08-11,,,true,50,,https://crests.football-data.org/18.png
Tim Kleindienst,tim-kleindienst,Germany,DE,Borussia Mönchengladbach,BUNDESLIGA,Forward,FORWARD,1995-08-31,,,true,50,,https://crests.football-data.org/18.png
Isac Lidberg,isac-lidberg,Sweden,SE,Borussia Mönchengladbach,BUNDESLIGA,Forward,FORWARD,1998-09-08,,,true,50,,https://crests.football-data.org/18.png
Tomáš Čvančara,tomas-cvancara,Czech Republic,CZ,Borussia Mönchengladbach,BUNDESLIGA,Forward,FORWARD,2000-08-13,,,true,50,,https://crests.football-data.org/18.png
Nathan N'Goumou,nathan-n-goumou,Cameroon,CM,Borussia Mönchengladbach,BUNDESLIGA,Forward,FORWARD,2000-03-14,,,true,50,,https://crests.football-data.org/18.png
Hugo Bolin,hugo-bolin,Sweden,SE,Borussia Mönchengladbach,BUNDESLIGA,Forward,FORWARD,2003-07-24,,,true,50,,https://crests.football-data.org/18.png
Shuto Machino,shuto-machino,Japan,JP,Borussia Mönchengladbach,BUNDESLIGA,Forward,FORWARD,2002-12-14,,,true,50,,https://crests.football-data.org/18.png
Iaia Danfa,iaia-danfa,Guinea-Bissau,GW,Borussia Mönchengladbach,BUNDESLIGA,Forward,FORWARD,2007-04-06,,,true,50,,https://crests.football-data.org/18.png
Jens Grahl,jens-grahl,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Goalkeeper,GOALKEEPER,1988-09-22,,,true,50,,https://crests.football-data.org/19.png
Michael Zetterer,michael-zetterer-1,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Goalkeeper,GOALKEEPER,1995-07-12,,,true,50,,https://crests.football-data.org/19.png
Noah Atubolu,noah-atubolu-1,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Goalkeeper,GOALKEEPER,2002-05-25,,,true,50,,https://crests.football-data.org/19.png
Kauã Santos,kaua-santos,Brazil,BR,Eintracht Frankfurt,BUNDESLIGA,Goalkeeper,GOALKEEPER,2003-04-11,,,true,50,,https://crests.football-data.org/19.png
Simon Simoni,simon-simoni,Albania,AL,Eintracht Frankfurt,BUNDESLIGA,Goalkeeper,GOALKEEPER,2004-07-14,,,true,50,,https://crests.football-data.org/19.png
Amil Siljevic,amil-siljevic,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Goalkeeper,GOALKEEPER,2007-01-19,,,true,50,,https://crests.football-data.org/19.png
Timmy Chandler,timmy-chandler,USA,US,Eintracht Frankfurt,BUNDESLIGA,Defender,DEFENDER,1990-03-29,,,true,50,,https://crests.football-data.org/19.png
Robin Koch,robin-koch,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Defender,DEFENDER,1996-07-17,,,true,50,,https://crests.football-data.org/19.png
Niels Nkounkou,niels-nkounkou,France,FR,Eintracht Frankfurt,BUNDESLIGA,Defender,DEFENDER,2000-11-01,,,true,50,,https://crests.football-data.org/19.png
Arthur Theate,arthur-theate,Belgium,BE,Eintracht Frankfurt,BUNDESLIGA,Defender,DEFENDER,2000-05-25,,,true,50,,https://crests.football-data.org/19.png
Nnamdi Collins,nnamdi-collins,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Defender,DEFENDER,2004-01-10,,,true,50,,https://crests.football-data.org/19.png
Elias Baum,elias-baum,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Defender,DEFENDER,2005-10-26,,,true,50,,https://crests.football-data.org/19.png
Keita Kosugi,keita-kosugi,Japan,JP,Eintracht Frankfurt,BUNDESLIGA,Defender,DEFENDER,2006-03-18,,,true,50,,https://crests.football-data.org/19.png
Otávio,otavio,Brazil,BR,Eintracht Frankfurt,BUNDESLIGA,Defender,DEFENDER,2005-11-25,,,true,50,,https://crests.football-data.org/19.png
Mario Götze,mario-gotze,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Midfielder,MIDFIELDER,1992-06-03,,,true,50,,https://crests.football-data.org/19.png
Ellyes Skhiri,ellyes-skhiri-1,Tunisia,TN,Eintracht Frankfurt,BUNDESLIGA,Midfielder,MIDFIELDER,1995-05-10,,,true,50,,https://crests.football-data.org/19.png
Dina Ebimbe,dina-ebimbe-1,Cameroon,CM,Eintracht Frankfurt,BUNDESLIGA,Midfielder,MIDFIELDER,2000-11-21,,,true,50,,https://crests.football-data.org/19.png
Raphael Onyedika,raphael-onyedika,Nigeria,NG,Eintracht Frankfurt,BUNDESLIGA,Midfielder,MIDFIELDER,2001-04-19,,,true,50,,https://crests.football-data.org/19.png
Fares Chaïbi,fares-chaibi,Algeria,DZ,Eintracht Frankfurt,BUNDESLIGA,Midfielder,MIDFIELDER,2002-11-28,,,true,50,,https://crests.football-data.org/19.png
Hugo Larsson,hugo-larsson,Sweden,SE,Eintracht Frankfurt,BUNDESLIGA,Midfielder,MIDFIELDER,2004-06-27,,,true,50,,https://crests.football-data.org/19.png
Can Uzun,can-uzun,Turkey,TR,Eintracht Frankfurt,BUNDESLIGA,Midfielder,MIDFIELDER,2005-11-11,,,true,50,,https://crests.football-data.org/19.png
Noel Aseko Nkili,noel-aseko-nkili,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Midfielder,MIDFIELDER,2005-11-22,,,true,50,,https://crests.football-data.org/19.png
Oscar Højlund,oscar-h-jlund,Denmark,DK,Eintracht Frankfurt,BUNDESLIGA,Midfielder,MIDFIELDER,2005-01-04,,,true,50,,https://crests.football-data.org/19.png
Love Arrhov,love-arrhov,Sweden,SE,Eintracht Frankfurt,BUNDESLIGA,Midfielder,MIDFIELDER,2008-05-17,,,true,50,,https://crests.football-data.org/19.png
Michy Batshuayi,michy-batshuayi,Belgium,BE,Eintracht Frankfurt,BUNDESLIGA,Forward,FORWARD,1993-10-02,,,true,50,,https://crests.football-data.org/19.png
Ritsu Doan,ritsu-doan,Japan,JP,Eintracht Frankfurt,BUNDESLIGA,Forward,FORWARD,1998-06-16,,,true,50,,https://crests.football-data.org/19.png
Jonathan Burkardt,jonathan-burkardt,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Forward,FORWARD,2000-07-11,,,true,50,,https://crests.football-data.org/19.png
Jessic Ngankam,jessic-ngankam,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Forward,FORWARD,2000-07-20,,,true,50,,https://crests.football-data.org/19.png
Noel Futkeu,noel-futkeu,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Forward,FORWARD,2002-12-06,,,true,50,,https://crests.football-data.org/19.png
Ansgar Knauff,ansgar-knauff,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Forward,FORWARD,2002-01-10,,,true,50,,https://crests.football-data.org/19.png
Sepe Elye Wahi,sepe-elye-wahi,Ivory Coast,CI,Eintracht Frankfurt,BUNDESLIGA,Forward,FORWARD,2003-01-02,,,true,50,,https://crests.football-data.org/19.png
Jean Bahoya,jean-bahoya,France,FR,Eintracht Frankfurt,BUNDESLIGA,Forward,FORWARD,2005-05-07,,,true,50,,https://crests.football-data.org/19.png
Younes Ebnoutalib,younes-ebnoutalib,Germany,DE,Eintracht Frankfurt,BUNDESLIGA,Forward,FORWARD,2003-09-13,,,true,50,,https://crests.football-data.org/19.png
Ayoube Amaimouni-Echghouyab,ayoube-amaimouni-echghouyab,Morocco,MA,Eintracht Frankfurt,BUNDESLIGA,Forward,FORWARD,2004-11-30,,,true,50,,https://crests.football-data.org/19.png
Malik Pimpong,malik-pimpong,Denmark,DK,Eintracht Frankfurt,BUNDESLIGA,Forward,FORWARD,2008-01-01,,,true,50,,https://crests.football-data.org/19.png
Frederik Rønnow,frederik-r-nnow,Denmark,DK,1. FC Union Berlin,BUNDESLIGA,Goalkeeper,GOALKEEPER,1992-08-04,,,true,50,,https://crests.football-data.org/28.png
Carl Klaus,carl-klaus,Germany,DE,1. FC Union Berlin,BUNDESLIGA,Goalkeeper,GOALKEEPER,1994-01-16,,,true,50,,https://crests.football-data.org/28.png
Matheo Raab,matheo-raab,Germany,DE,1. FC Union Berlin,BUNDESLIGA,Goalkeeper,GOALKEEPER,1998-12-18,,,true,50,,https://crests.football-data.org/28.png
Marvin Friedrich,marvin-friedrich,Germany,DE,1. FC Union Berlin,BUNDESLIGA,Defender,DEFENDER,1995-12-13,,,true,50,,https://crests.football-data.org/28.png
Christopher Trimmel,christopher-trimmel,Austria,AT,1. FC Union Berlin,BUNDESLIGA,Defender,DEFENDER,1987-02-24,,,true,50,,https://crests.football-data.org/28.png
Ohis Uduokhai,ohis-uduokhai,Germany,DE,1. FC Union Berlin,BUNDESLIGA,Defender,DEFENDER,1997-09-09,,,true,50,,https://crests.football-data.org/28.png
Josip Juranović,josip-juranovic,Croatia,HR,1. FC Union Berlin,BUNDESLIGA,Defender,DEFENDER,1995-08-16,,,true,50,,https://crests.football-data.org/28.png
Derrick Köhn,derrick-kohn,Ghana,GH,1. FC Union Berlin,BUNDESLIGA,Defender,DEFENDER,1999-02-04,,,true,50,,https://crests.football-data.org/28.png
Leopold Querfeld,leopold-querfeld,Austria,AT,1. FC Union Berlin,BUNDESLIGA,Defender,DEFENDER,2003-12-20,,,true,50,,https://crests.football-data.org/28.png
Tom Rothe,tom-rothe,Germany,DE,1. FC Union Berlin,BUNDESLIGA,Defender,DEFENDER,2004-10-29,,,true,50,,https://crests.football-data.org/28.png
Zeno Van Den Bosch,zeno-van-den-bosch,Belgium,BE,1. FC Union Berlin,BUNDESLIGA,Defender,DEFENDER,2003-07-06,,,true,50,,https://crests.football-data.org/28.png
